"effort","total_infected, edges_closed"
0,1266
0.01,1244
0.06,1415
0.11,1306
0.16,1417
0.21,1438
0.26,1500
0.31,1520
0.36,1556
0.41,1562
0.46,1627
0.51,1611
0.56,1603
0.61,1618
0.66,1482
0.71,1284
0.76,731
0.81,399
0.86,206
0.91,38
0.96,11
