"effort","total_infected, edges_closed"
0,1307
0.01,1235
0.06,1397
0.11,1379
0.16,1404
0.21,1469
0.26,1493
0.31,1518
0.36,1530
0.41,1545
0.46,1588
0.51,1631
0.56,1620
0.61,1637
0.66,1504
0.71,1299
0.76,782
0.81,473
0.86,247
0.91,26
0.96,15
