"effort","total_infected, edges_closed"
0,1220
0.01,1235
0.06,1413
0.11,1359
0.16,1411
0.21,1462
0.26,1507
0.31,1517
0.36,1516
0.41,1606
0.46,1614
0.51,1628
0.56,1613
0.61,1595
0.66,1580
0.71,1380
0.76,984
0.81,681
0.86,171
0.91,18
0.96,13
