"effort","total_infected, edges_closed"
0,1237
0.01,1246
0.06,1422
0.11,1374
0.16,1394
0.21,1457
0.26,1507
0.31,1526
0.36,1525
0.41,1574
0.46,1610
0.51,1618
0.56,1592
0.61,1585
0.66,1245
0.71,1170
0.76,433
0.81,264
0.86,87
0.91,29
0.96,12
