"effort","total_infected, edges_closed"
0,1261
0.01,1224
0.06,1360
0.11,1388
0.16,1383
0.21,1438
0.26,1513
0.31,1515
0.36,1547
0.41,1608
0.46,1623
0.51,1652
0.56,1622
0.61,1609
0.66,1497
0.71,1237
0.76,797
0.81,540
0.86,240
0.91,47
0.96,13
