"effort","total_infected, edges_closed"
0,1250
0.01,1225
0.06,1351
0.11,1396
0.16,1422
0.21,1467
0.26,1490
0.31,1507
0.36,1514
0.41,1550
0.46,1642
0.51,1617
0.56,1619
0.61,1610
0.66,1496
0.71,1369
0.76,752
0.81,367
0.86,162
0.91,33
0.96,12
