"effort","total_infected"
0,3273
0.01,3001
0.06,1668
0.11,802
0.16,627
0.21,481
0.26,227
0.31,34
0.36,8
0.41,6
0.46,6
0.51,4
0.56,3
0.61,3
0.66,3
0.71,3
0.76,3
0.81,2
0.86,2
0.91,1
0.96,1
