"effort","total_infected"
0,3273
0.01,3001
0.06,1668
0.11,813
0.16,636
0.21,493
0.26,229
0.31,49
0.36,18
0.41,14
0.46,9
0.51,9
0.56,4
0.61,2
0.66,2
0.71,2
0.76,2
0.81,2
0.86,1
0.91,1
0.96,1
