time, s, i, r
0, 3285, 1, 0
1, 3277, 9, 0
2, 2958, 328, 0
3, 1781, 1505, 0
4, 721, 2565, 0
5, 282, 3003, 1
6, 94, 3186, 6
7, 20, 3083, 183
8, 10, 2156, 1120
9, 4, 998, 2284
10, 2, 377, 2907
11, 2, 141, 3143
12, 0, 40, 3246
13, 0, 13, 3273
14, 0, 5, 3281
15, 0, 4, 3282
16, 0, 2, 3284
17, 0, 0, 3286
