time, s, i, r
0, 3285, 1, 0
1, 3284, 2, 0
2, 3284, 2, 0
3, 3192, 94, 0
4, 2518, 768, 0
5, 1325, 1960, 1
6, 435, 2850, 1
7, 128, 3156, 2
8, 41, 3188, 57
9, 15, 2705, 566
10, 8, 1645, 1633
11, 3, 648, 2635
12, 2, 196, 3088
13, 0, 58, 3228
14, 0, 28, 3258
15, 0, 10, 3276
16, 0, 6, 3280
17, 0, 3, 3283
18, 0, 0, 3286
