time, s, i, r
0, 3285, 1, 0
1, 3276, 10, 0
2, 3276, 10, 0
3, 3240, 46, 0
4, 2862, 424, 0
5, 1470, 1815, 1
6, 506, 2777, 3
7, 149, 3127, 10
8, 40, 3210, 36
9, 11, 2964, 311
10, 6, 1781, 1499
11, 1, 748, 2537
12, 0, 225, 3061
13, 0, 72, 3214
14, 0, 20, 3266
15, 0, 7, 3279
16, 0, 3, 3283
17, 0, 0, 3286
