time, s, i, r
0, 3285, 1, 0
1, 3278, 8, 0
2, 3123, 163, 0
3, 1609, 1677, 0
4, 571, 2715, 0
5, 227, 3058, 1
6, 46, 3235, 5
7, 14, 3133, 139
8, 6, 1910, 1370
9, 1, 858, 2427
10, 1, 301, 2984
11, 0, 88, 3198
12, 0, 26, 3260
13, 0, 6, 3280
14, 0, 4, 3282
15, 0, 1, 3285
16, 0, 0, 3286
