time, s, i, r
0, 3285, 1, 0
1, 3284, 2, 0
2, 3086, 200, 0
3, 3005, 281, 0
4, 2032, 1254, 0
5, 759, 2526, 1
6, 355, 2929, 2
7, 97, 3131, 58
8, 33, 3038, 215
9, 13, 2264, 1009
10, 6, 1087, 2193
11, 2, 448, 2836
12, 1, 147, 3138
13, 0, 52, 3234
14, 0, 21, 3265
15, 0, 10, 3276
16, 0, 4, 3282
17, 0, 1, 3285
18, 0, 0, 3286
