time, s, i, r
0, 3285, 1, 0
1, 3282, 4, 0
2, 3282, 4, 0
3, 3052, 234, 0
4, 2436, 850, 0
5, 1435, 1850, 1
6, 395, 2890, 1
7, 150, 3132, 4
8, 39, 3115, 132
9, 15, 2774, 497
10, 6, 1731, 1549
11, 3, 651, 2632
12, 2, 209, 3075
13, 0, 58, 3228
14, 0, 27, 3259
15, 0, 9, 3277
16, 0, 5, 3281
17, 0, 3, 3283
18, 0, 0, 3286
