time, s, i, r
0, 3285, 1, 0
1, 3206, 80, 0
2, 2949, 337, 0
3, 2380, 906, 0
4, 1101, 2185, 0
5, 508, 2777, 1
6, 158, 3119, 9
7, 53, 3082, 151
8, 17, 2522, 747
9, 9, 1434, 1843
10, 3, 643, 2640
11, 2, 237, 3047
12, 1, 83, 3202
13, 0, 27, 3259
14, 0, 13, 3273
15, 0, 5, 3281
16, 0, 3, 3283
17, 0, 1, 3285
18, 0, 0, 3286
