time, s, i, r
0, 3285, 1, 0
1, 3284, 2, 0
2, 3284, 2, 0
3, 3206, 80, 0
4, 2949, 337, 0
5, 2380, 905, 1
6, 1101, 2184, 1
7, 508, 2776, 2
8, 158, 3119, 9
9, 53, 3082, 151
10, 17, 2522, 747
11, 9, 1434, 1843
12, 3, 643, 2640
13, 2, 237, 3047
14, 1, 83, 3202
15, 0, 27, 3259
16, 0, 13, 3273
17, 0, 5, 3281
18, 0, 3, 3283
19, 0, 1, 3285
20, 0, 0, 3286
