time, s, i, r
0, 3285, 1, 0
1, 3284, 2, 0
2, 3284, 2, 0
3, 3266, 20, 0
4, 2859, 427, 0
5, 2141, 1144, 1
6, 1056, 2229, 1
7, 414, 2870, 2
8, 144, 3122, 20
9, 48, 2984, 254
10, 15, 2469, 802
11, 8, 1342, 1936
12, 2, 583, 2701
13, 2, 209, 3075
14, 0, 67, 3219
15, 0, 27, 3259
16, 0, 11, 3275
17, 0, 5, 3281
18, 0, 2, 3284
19, 0, 0, 3286
