time, s, i, r
0, 3285, 1, 0
1, 3283, 3, 0
2, 3283, 3, 0
3, 3059, 227, 0
4, 2734, 552, 0
5, 1638, 1647, 1
6, 637, 2648, 1
7, 283, 3000, 3
8, 65, 3129, 92
9, 22, 2871, 393
10, 11, 1961, 1314
11, 5, 893, 2388
12, 2, 360, 2924
13, 1, 114, 3171
14, 0, 39, 3247
15, 0, 15, 3271
16, 0, 8, 3278
17, 0, 3, 3283
18, 0, 1, 3285
19, 0, 0, 3286
