time, s, i, r
0, 3285, 1, 0
1, 3260, 26, 0
2, 2799, 487, 0
3, 2006, 1280, 0
4, 838, 2448, 0
5, 319, 2966, 1
6, 95, 3169, 22
7, 22, 3068, 196
8, 11, 2350, 925
9, 4, 1151, 2131
10, 2, 448, 2836
11, 0, 135, 3151
12, 0, 46, 3240
13, 0, 16, 3270
14, 0, 6, 3280
15, 0, 4, 3282
16, 0, 0, 3286
