time, s, i, r
0, 3285, 1, 0
1, 3283, 3, 0
2, 3115, 171, 0
3, 2171, 1115, 0
4, 985, 2301, 0
5, 454, 2831, 1
6, 121, 3162, 3
7, 38, 3152, 96
8, 15, 2469, 802
9, 9, 1316, 1961
10, 2, 583, 2701
11, 2, 182, 3102
12, 0, 65, 3221
13, 0, 25, 3261
14, 0, 11, 3275
15, 0, 6, 3280
16, 0, 2, 3284
17, 0, 0, 3286
