time, s, i, r
0, 3285, 1, 0
1, 3283, 3, 0
2, 3282, 4, 0
3, 3260, 26, 0
4, 3055, 231, 0
5, 2478, 807, 1
6, 1423, 1861, 2
7, 476, 2807, 3
8, 165, 3101, 20
9, 43, 3128, 115
10, 16, 2663, 607
11, 8, 1740, 1538
12, 3, 706, 2577
13, 2, 235, 3049
14, 0, 70, 3216
15, 0, 28, 3258
16, 0, 10, 3276
17, 0, 6, 3280
18, 0, 3, 3283
19, 0, 0, 3286
