time, s, i, r
0, 3285, 1, 0
1, 3268, 18, 0
2, 3255, 31, 0
3, 2877, 409, 0
4, 1516, 1770, 0
5, 679, 2606, 1
6, 264, 3019, 3
7, 81, 3185, 20
8, 31, 2987, 268
9, 11, 1942, 1333
10, 8, 914, 2364
11, 2, 356, 2928
12, 2, 125, 3159
13, 0, 48, 3238
14, 0, 21, 3265
15, 0, 8, 3278
16, 0, 5, 3281
17, 0, 2, 3284
18, 0, 0, 3286
