time, s, i, r
0, 3285, 1, 0
1, 3047, 239, 0
2, 1604, 1682, 0
3, 673, 2613, 0
4, 280, 3006, 0
5, 88, 3197, 1
6, 25, 3137, 124
7, 11, 2055, 1220
8, 5, 911, 2370
9, 2, 372, 2912
10, 2, 127, 3157
11, 0, 46, 3240
12, 0, 18, 3268
13, 0, 6, 3280
14, 0, 5, 3281
15, 0, 2, 3284
16, 0, 0, 3286
