time, s, i, r
0, 3285, 1, 0
1, 3167, 119, 0
2, 2536, 750, 0
3, 1285, 2001, 0
4, 538, 2748, 0
5, 227, 3058, 1
6, 59, 3191, 36
7, 15, 2805, 466
8, 9, 1616, 1661
9, 2, 731, 2553
10, 2, 294, 2990
11, 0, 95, 3191
12, 0, 31, 3255
13, 0, 9, 3277
14, 0, 6, 3280
15, 0, 2, 3284
16, 0, 0, 3286
