time, s, i, r
0, 3285, 1, 0
1, 3277, 9, 0
2, 3212, 74, 0
3, 2990, 296, 0
4, 1516, 1770, 0
5, 644, 2641, 1
6, 294, 2988, 4
7, 109, 3153, 24
8, 37, 3018, 231
9, 12, 1873, 1401
10, 7, 902, 2377
11, 2, 372, 2912
12, 2, 150, 3134
13, 0, 60, 3226
14, 0, 23, 3263
15, 0, 9, 3277
16, 0, 5, 3281
17, 0, 2, 3284
18, 0, 0, 3286
