time, s, i, r
0, 3285, 1, 0
1, 3282, 4, 0
2, 3282, 4, 0
3, 3269, 17, 0
4, 3217, 69, 0
5, 2954, 331, 1
6, 2322, 962, 2
7, 859, 2423, 4
8, 314, 2955, 17
9, 87, 3157, 42
10, 26, 3076, 184
11, 12, 2493, 781
12, 5, 1212, 2069
13, 2, 449, 2835
14, 1, 135, 3150
15, 0, 48, 3238
16, 0, 17, 3269
17, 0, 7, 3279
18, 0, 4, 3282
19, 0, 1, 3285
20, 0, 0, 3286
