time, s, i, r
0, 3285, 1, 0
1, 3281, 5, 0
2, 3281, 5, 0
3, 3277, 9, 0
4, 3131, 155, 0
5, 2001, 1284, 1
6, 800, 2483, 3
7, 311, 2970, 5
8, 78, 3199, 9
9, 20, 3144, 122
10, 10, 2326, 950
11, 4, 1138, 2144
12, 2, 422, 2862
13, 2, 124, 3160
14, 0, 37, 3249
15, 0, 12, 3274
16, 0, 5, 3281
17, 0, 4, 3282
18, 0, 2, 3284
19, 0, 0, 3286
