time, s, i, r
0, 3285, 1, 0
1, 3280, 6, 0
2, 3156, 130, 0
3, 2460, 826, 0
4, 1266, 2020, 0
5, 498, 2787, 1
6, 179, 3104, 3
7, 62, 3166, 58
8, 15, 2728, 543
9, 9, 1590, 1687
10, 2, 690, 2594
11, 2, 250, 3034
12, 0, 94, 3192
13, 0, 30, 3256
14, 0, 11, 3275
15, 0, 6, 3280
16, 0, 2, 3284
17, 0, 0, 3286
