time, s, i, r
0, 3285, 1, 0
1, 3019, 267, 0
2, 1341, 1945, 0
3, 582, 2704, 0
4, 175, 3111, 0
5, 67, 3218, 1
6, 19, 3017, 250
7, 11, 1730, 1545
8, 4, 780, 2502
9, 2, 258, 3026
10, 2, 104, 3180
11, 0, 35, 3251
12, 0, 14, 3272
13, 0, 6, 3280
14, 0, 4, 3282
15, 0, 2, 3284
16, 0, 0, 3286
