time, s, i, r
0, 3285, 1, 0
1, 3281, 5, 0
2, 3281, 5, 0
3, 3244, 42, 0
4, 2682, 604, 0
5, 2071, 1214, 1
6, 859, 2426, 1
7, 215, 3066, 5
8, 73, 3185, 28
9, 21, 2880, 385
10, 10, 2376, 900
11, 3, 1129, 2154
12, 2, 366, 2918
13, 0, 106, 3180
14, 0, 38, 3248
15, 0, 14, 3272
16, 0, 6, 3280
17, 0, 3, 3283
18, 0, 0, 3286
