time, s, i, r
0, 3285, 1, 0
1, 3283, 3, 0
2, 3283, 3, 0
3, 3101, 185, 0
4, 2774, 512, 0
5, 2002, 1283, 1
6, 627, 2658, 1
7, 212, 3071, 3
8, 43, 3147, 96
9, 18, 2954, 314
10, 9, 2266, 1011
11, 3, 916, 2367
12, 2, 311, 2973
13, 0, 82, 3204
14, 0, 31, 3255
15, 0, 10, 3276
16, 0, 7, 3279
17, 0, 2, 3284
18, 0, 0, 3286
