time, s, i, r
0, 3285, 1, 0
1, 3283, 3, 0
2, 3283, 3, 0
3, 3234, 52, 0
4, 2691, 595, 0
5, 1521, 1764, 1
6, 594, 2691, 1
7, 244, 3039, 3
8, 71, 3186, 29
9, 27, 2918, 341
10, 10, 1883, 1393
11, 6, 837, 2443
12, 2, 318, 2966
13, 1, 117, 3168
14, 0, 41, 3245
15, 0, 18, 3268
16, 0, 8, 3278
17, 0, 3, 3283
18, 0, 1, 3285
19, 0, 0, 3286
