time, s, i, r
0, 3285, 1, 0
1, 3279, 7, 0
2, 3185, 101, 0
3, 2606, 680, 0
4, 1138, 2148, 0
5, 503, 2782, 1
6, 203, 3079, 4
7, 49, 3192, 45
8, 14, 2791, 481
9, 7, 1489, 1790
10, 2, 682, 2602
11, 2, 265, 3019
12, 0, 82, 3204
13, 0, 29, 3257
14, 0, 8, 3278
15, 0, 5, 3281
16, 0, 2, 3284
17, 0, 0, 3286
