time, s, i, r
0, 3285, 1, 0
1, 3282, 4, 0
2, 3280, 6, 0
3, 3276, 10, 0
4, 3261, 25, 0
5, 3238, 47, 1
6, 2862, 422, 2
7, 1470, 1812, 4
8, 506, 2774, 6
9, 149, 3114, 23
10, 40, 3209, 37
11, 11, 2964, 311
12, 6, 1781, 1499
13, 1, 748, 2537
14, 0, 225, 3061
15, 0, 72, 3214
16, 0, 20, 3266
17, 0, 7, 3279
18, 0, 3, 3283
19, 0, 0, 3286
