time, s, i, r
0, 3285, 1, 0
1, 3284, 2, 0
2, 3284, 2, 0
3, 3211, 75, 0
4, 2646, 640, 0
5, 1654, 1631, 1
6, 731, 2554, 1
7, 217, 3067, 2
8, 68, 3159, 59
9, 26, 2822, 438
10, 10, 2063, 1213
11, 6, 934, 2346
12, 2, 355, 2929
13, 2, 102, 3182
14, 0, 39, 3247
15, 0, 19, 3267
16, 0, 6, 3280
17, 0, 5, 3281
18, 0, 2, 3284
19, 0, 0, 3286
