time, s, i, r
0, 3285, 1, 0
1, 3281, 5, 0
2, 3280, 6, 0
3, 3222, 64, 0
4, 2644, 642, 0
5, 1784, 1501, 1
6, 774, 2510, 2
7, 221, 3060, 5
8, 79, 3159, 48
9, 24, 2856, 406
10, 10, 2179, 1097
11, 6, 1029, 2251
12, 2, 362, 2922
13, 2, 112, 3172
14, 0, 40, 3246
15, 0, 18, 3268
16, 0, 6, 3280
17, 0, 5, 3281
18, 0, 2, 3284
19, 0, 0, 3286
