time, s, i, r
0, 3285, 1, 0
1, 3282, 4, 0
2, 3282, 4, 0
3, 3144, 142, 0
4, 2400, 886, 0
5, 985, 2300, 1
6, 484, 2801, 1
7, 135, 3147, 4
8, 42, 3120, 124
9, 15, 2611, 660
10, 7, 1332, 1947
11, 2, 608, 2676
12, 2, 214, 3070
13, 0, 68, 3218
14, 0, 24, 3262
15, 0, 11, 3275
16, 0, 4, 3282
17, 0, 2, 3284
18, 0, 0, 3286
