time, s, i, r
0, 3285, 1, 0
1, 3283, 3, 0
2, 3283, 3, 0
3, 3271, 15, 0
4, 3173, 113, 0
5, 2580, 705, 1
6, 1655, 1630, 1
7, 615, 2668, 3
8, 175, 3101, 10
9, 66, 3147, 73
10, 23, 2806, 457
11, 10, 1996, 1280
12, 6, 862, 2418
13, 2, 298, 2986
14, 2, 90, 3194
15, 0, 36, 3250
16, 0, 18, 3268
17, 0, 6, 3280
18, 0, 5, 3281
19, 0, 2, 3284
20, 0, 0, 3286
