time, s, i, r
0, 3285, 1, 0
1, 3284, 2, 0
2, 3247, 39, 0
3, 2846, 440, 0
4, 1756, 1530, 0
5, 694, 2591, 1
6, 303, 2981, 2
7, 81, 3188, 17
8, 23, 3091, 172
9, 10, 2101, 1175
10, 4, 973, 2309
11, 2, 401, 2883
12, 1, 122, 3163
13, 0, 43, 3243
14, 0, 15, 3271
15, 0, 6, 3280
16, 0, 4, 3282
17, 0, 1, 3285
18, 0, 0, 3286
