time, s, i, r
0, 3285, 1, 0
1, 3284, 2, 0
2, 3284, 2, 0
3, 3263, 23, 0
4, 3263, 23, 0
5, 2920, 365, 1
6, 2050, 1235, 1
7, 1020, 2264, 2
8, 400, 2881, 5
9, 142, 3121, 23
10, 46, 2994, 246
11, 16, 2392, 878
12, 9, 1316, 1961
13, 3, 565, 2718
14, 2, 199, 3085
15, 0, 74, 3212
16, 0, 28, 3258
17, 0, 12, 3274
18, 0, 6, 3280
19, 0, 2, 3284
20, 0, 0, 3286
