time, s, i, r
0, 3285, 1, 0
1, 3275, 11, 0
2, 3271, 15, 0
3, 3032, 254, 0
4, 1933, 1353, 0
5, 1104, 2181, 1
6, 402, 2882, 2
7, 138, 3137, 11
8, 44, 3075, 167
9, 13, 2357, 916
10, 6, 1352, 1928
11, 2, 578, 2706
12, 2, 196, 3088
13, 0, 69, 3217
14, 0, 24, 3262
15, 0, 9, 3277
16, 0, 5, 3281
17, 0, 2, 3284
18, 0, 0, 3286
