time, s, i, r
0, 3285, 1, 0
1, 3265, 21, 0
2, 3068, 218, 0
3, 2261, 1025, 0
4, 1195, 2091, 0
5, 430, 2855, 1
6, 148, 3119, 19
7, 45, 3109, 132
8, 16, 2597, 673
9, 10, 1474, 1802
10, 4, 637, 2645
11, 2, 206, 3078
12, 1, 75, 3210
13, 0, 27, 3259
14, 0, 13, 3273
15, 0, 6, 3280
16, 0, 3, 3283
17, 0, 1, 3285
18, 0, 0, 3286
