time, s, i, r
0, 3285, 1, 0
1, 3278, 8, 0
2, 3250, 36, 0
3, 2863, 423, 0
4, 1812, 1474, 0
5, 747, 2538, 1
6, 291, 2991, 4
7, 82, 3180, 24
8, 21, 3017, 248
9, 11, 2104, 1171
10, 4, 1032, 2250
11, 2, 405, 2879
12, 2, 127, 3157
13, 0, 43, 3243
14, 0, 14, 3272
15, 0, 6, 3280
16, 0, 4, 3282
17, 0, 2, 3284
18, 0, 0, 3286
