time, s, i, r
0, 3285, 1, 0
1, 3276, 10, 0
2, 3074, 212, 0
3, 2875, 411, 0
4, 1809, 1477, 0
5, 749, 2536, 1
6, 352, 2930, 4
7, 96, 3122, 68
8, 32, 2972, 282
9, 13, 2098, 1175
10, 6, 1023, 2257
11, 2, 443, 2841
12, 1, 145, 3140
13, 0, 51, 3235
14, 0, 21, 3265
15, 0, 10, 3276
16, 0, 4, 3282
17, 0, 1, 3285
18, 0, 0, 3286
