time, s, i, r
0, 3285, 1, 0
1, 3283, 3, 0
2, 3283, 3, 0
3, 3173, 113, 0
4, 2461, 825, 0
5, 1339, 1946, 1
6, 518, 2767, 1
7, 222, 3061, 3
8, 65, 3146, 75
9, 24, 2756, 506
10, 10, 1631, 1645
11, 6, 755, 2525
12, 2, 284, 3000
13, 2, 99, 3185
14, 0, 41, 3245
15, 0, 17, 3269
16, 0, 6, 3280
17, 0, 5, 3281
18, 0, 2, 3284
19, 0, 0, 3286
