time, s, i, r
0, 3285, 1, 0
1, 3280, 6, 0
2, 3108, 178, 0
3, 2038, 1248, 0
4, 961, 2325, 0
5, 438, 2847, 1
6, 197, 3083, 6
7, 48, 3097, 141
8, 17, 2413, 856
9, 8, 1255, 2023
10, 3, 581, 2702
11, 2, 253, 3031
12, 1, 77, 3208
13, 0, 30, 3256
14, 0, 12, 3274
15, 0, 5, 3281
16, 0, 3, 3283
17, 0, 1, 3285
18, 0, 0, 3286
