time, s, i, r
0, 3285, 1, 0
1, 3266, 20, 0
2, 3259, 27, 0
3, 3249, 37, 0
4, 2970, 316, 0
5, 1541, 1744, 1
6, 556, 2713, 17
7, 221, 3044, 21
8, 49, 3202, 35
9, 14, 3039, 233
10, 6, 1851, 1429
11, 1, 827, 2458
12, 1, 291, 2994
13, 0, 86, 3200
14, 0, 28, 3258
15, 0, 6, 3280
16, 0, 4, 3282
17, 0, 1, 3285
18, 0, 0, 3286
