time, s, i, r
0, 3285, 1, 0
1, 3225, 61, 0
2, 2967, 319, 0
3, 2167, 1119, 0
4, 957, 2329, 0
5, 378, 2907, 1
6, 106, 3152, 28
7, 48, 3077, 161
8, 15, 2516, 755
9, 8, 1304, 1974
10, 2, 504, 2780
11, 2, 166, 3118
12, 0, 69, 3217
13, 0, 27, 3259
14, 0, 11, 3275
15, 0, 5, 3281
16, 0, 2, 3284
17, 0, 0, 3286
