"effort","total_infected"
0,3273
0.01,3210
0.06,2983
0.11,17
0.16,14
0.21,4
0.26,4
0.31,4
0.36,4
0.41,4
0.46,4
0.51,4
0.56,4
0.61,4
0.66,4
0.71,4
0.76,4
0.81,1
0.86,1
0.91,1
0.96,1
