"Effort","Median"
0,0.610402055622733
5,0.603585247883918
10,0.567164449818622
15,0.531030834340992
20,0.494238210399033
25,0.458464328899637
30,0.425643893591294
35,0.389398428053204
40,0.355139056831923
45,0.321680773881499
50,0.290051390568319
55,0.256451027811366
60,0.224700725513906
65,0.193615477629988
70,0.164262394195889
75,0.12743954050786
80,0.0990235792019347
85,0.0690175332527207
90,0.0407194679564692
95,0.0140477629987908
100,0.00391475211608223
