"Effort","Median"
0,0.382386743691092
5,0.375031924597142
10,0.334405594405594
15,0.295314685314685
20,0.270602006688963
25,0.256910915171785
30,0.242198236546063
35,0.232344177561569
40,0.224189723320158
45,0.20572818485862
50,0.188592277287929
55,0.161191851626634
60,0.141331711766494
65,0.119945272119185
70,0.109391912435391
75,0.0960413499543934
80,0.0834995439343265
85,0.0624536333231985
90,0.0445697780480389
95,0.0364670112496199
100,0.0304621465491031
