1390766423 1 0 0
1390788471 2 0 0
1390939821 3 0 0
1390944372 4 0 0
1390946542 5 0 0
1390948075 6 0 0
1391055688 7 0 0
1391364714 8 0 0
1391521958 9 0 0
1391562876 10 1 0
1391565586 10 2 0
1391581562 11 2 0
1391581652 12 2 0
1391616123 12 2 1
1391720065 13 2 1
1391794712 13 3 1
1392157427 13 4 1
1392173340 14 4 1
1392173362 15 4 1
1392173418 15 5 1
1392222049 16 5 1
1392222064 17 5 1
1392228124 17 6 1
1392234580 18 6 1
1392234589 19 6 1
1392234652 19 7 1
1392586558 19 8 1
1392735099 20 8 1
1392735117 21 8 1
1392748250 22 8 1
1392752890 23 8 1
1392753275 24 8 1
1392753486 25 8 1
1392754099 26 8 1
1392754397 26 8 2
1392779881 27 8 2
1392815789 28 8 2
1392815983 29 8 2
1392840949 30 8 2
1392842581 31 8 2
1393027900 32 8 2
1393201173 33 8 2
1393201666 34 8 2
1393203928 35 8 2
1393204603 36 8 2
1393387334 36 9 2
1393442814 37 9 2
1393443169 38 9 2
1393443197 39 9 2
1394462149 40 9 2
1394464364 41 9 2
1394566259 42 9 2
1394569269 43 9 2
1394590109 43 10 2
1394590945 43 11 2
1394656213 44 11 2
1394736413 45 11 2
1395252342 45 12 2
1395260694 45 13 2
1395270485 45 14 2
1395340987 45 15 2
1395345754 45 16 2
1395363776 46 16 2
1395458436 47 16 2
1395553637 48 16 2
1395553704 49 16 2
1395553896 50 16 2
1395554142 51 16 2
1395554209 52 16 2
1395554278 53 16 2
1395624125 54 16 2
1395664908 55 16 2
1395664942 56 16 2
1395666043 57 16 2
1395786954 58 16 2
1395786988 59 16 2
1395787070 60 16 2
