"effort","total_infected"
0,1242
0.01,1216
0.06,1102
0.11,975
0.16,920
0.21,857
0.26,868
0.31,814
0.36,814
0.41,757
0.46,726
0.51,637
0.56,575
0.61,516
0.66,495
0.71,452
0.76,451
0.81,390
0.86,327
0.91,322
0.96,302
