"effort","total_infected"
0,3273
0.01,3224
0.06,3005
0.11,2793
0.16,2572
0.21,2315
0.26,2048
0.31,1869
0.36,1692
0.41,1526
0.46,1370
0.51,1170
0.56,1016
0.61,857
0.66,711
0.71,589
0.76,443
0.81,310
0.86,181
0.91,1
0.96,1
