"effort","total_infected"
0,3273
0.01,3235
0.06,2978
0.11,2788
0.16,2591
0.21,2386
0.26,2134
0.31,1930
0.36,1688
0.41,1523
0.46,1334
0.51,1179
0.56,990
0.61,838
0.66,687
0.71,506
0.76,373
0.81,283
0.86,3
0.91,3
0.96,1
