"effort","total_infected"
0,3273
0.01,3234
0.06,3000
0.11,2642
0.16,2416
0.21,2225
0.26,2011
0.31,1842
0.36,1666
0.41,1483
0.46,1342
0.51,1155
0.56,983
0.61,835
0.66,672
0.71,530
0.76,411
0.81,304
0.86,199
0.91,113
0.96,3
