"effort","total_infected"
0,3273
0.01,3237
0.06,2988
0.11,2775
0.16,2528
0.21,2324
0.26,2111
0.31,1900
0.36,1720
0.41,1547
0.46,1374
0.51,1199
0.56,1034
0.61,858
0.66,706
0.71,573
0.76,427
0.81,316
0.86,201
0.91,120
0.96,1
