"effort","total_infected"
0,3286
0.01,3157
0.06,2456
0.11,1021
0.16,58
0.21,30
0.26,27
0.31,16
0.36,13
0.41,11
0.46,10
0.51,9
0.56,8
0.61,7
0.66,7
0.71,7
0.76,6
0.81,4
0.86,4
0.91,4
0.96,4
