"effort","total_infected"
0,3273
0.01,3143
0.06,2398
0.11,201
0.16,183
0.21,9
0.26,9
0.31,9
0.36,9
0.41,9
0.46,3
0.51,3
0.56,2
0.61,2
0.66,1
0.71,1
0.76,1
0.81,1
0.86,1
0.91,1
0.96,1
