"effort","total_infected"
0,3273
0.01,3143
0.06,2421
0.11,109
0.16,48
0.21,24
0.26,14
0.31,12
0.36,9
0.41,5
0.46,4
0.51,2
0.56,2
0.61,2
0.66,2
0.71,2
0.76,1
0.81,1
0.86,1
0.91,1
0.96,1
