"effort","total_infected"
0,1249
0.01,1273
0.06,1109
0.11,982
0.16,942
0.21,907
0.26,873
0.31,802
0.36,750
0.41,741
0.46,736
0.51,723
0.56,738
0.61,696
0.66,651
0.71,625
0.76,610
0.81,556
0.86,500
0.91,432
0.96,266
