"effort","total_infected, edges_closed"
0,1237
0.01,1284
0.06,1373
0.11,1369
0.16,1412
0.21,1465
0.26,1503
0.31,1517
0.36,1553
0.41,1581
0.46,1603
0.51,1599
0.56,1617
0.61,1620
0.66,1488
0.71,1363
0.76,975
0.81,641
0.86,276
0.91,18
0.96,16
