"effort","total_infected, edges_closed"
0,1245
0.01,1235
0.06,1338
0.11,1382
0.16,1409
0.21,1477
0.26,1523
0.31,1532
0.36,1516
0.41,1590
0.46,1601
0.51,1615
0.56,1608
0.61,1626
0.66,1481
0.71,1292
0.76,754
0.81,383
0.86,246
0.91,39
0.96,11
