"effort","total_infected, edges_closed"
0,1270
0.01,1247
0.06,1383
0.11,1387
0.16,1446
0.21,1449
0.26,1490
0.31,1485
0.36,1511
0.41,1563
0.46,1604
0.51,1627
0.56,1624
0.61,1615
0.66,1464
0.71,1277
0.76,601
0.81,388
0.86,90
0.91,22
0.96,13
